placement_id,location_id,job_family,supervisory_organisation_id,placement_supervisor_id,placement_supervisor_name,length_in_days,week_index,placement_format_id,company_name,school_year_min,school_year_max
0284619,0000003,Market Risk,0833848,0947264,Robert Fox,3,35,2,Lloyds Banking Group,12,13
0992157,0000007,Investment Customer Services,0684533,0044145,April Garrett,5,26,2,Lloyds Banking Group,10,11
0921283,0000007,Risk Modelling & Analytics,0969300,0901754,John Doyle,2,15,2,Lloyds Banking Group,10,10
0669676,0000007,Audit,0702467,0619307,Angela Jackson,5,37,1,Lloyds Banking Group,12,13
0068913,0000005,Finance,0947503,0223131,Caitlin Snyder,5,25,2,Lloyds Banking Group,12,13
0412957,0000001,Retail Credit,0081824,0820078,Alexa Clark,4,7,1,Lloyds Banking Group,13,13
0404494,0000002,Property Maintenance,0519977,0892855,Scott Potter,5,25,1,Lloyds Banking Group,10,10
0744669,0000003,Commercial Client Products,0383098,0442256,Bruce Pearson,5,50,2,Lloyds Banking Group,12,12
0460405,0000006,Technology,0063388,0322123,Mary Werner,4,18,2,Lloyds Banking Group,12,13
0708816,0000008,Risk & Control,0414753,0715850,Jose Kelly,5,20,2,Lloyds Banking Group,11,11
0640906,0000001,Credit Workout & Recoveries,0204127,0248557,Antonio Jackson MD,2,27,2,Lloyds Banking Group,11,11
0469697,0000004,Technology Service Management,0950037,0631472,Joseph Medina,5,19,2,Lloyds Banking Group,10,10
0134574,0000002,Risk Modelling & Analytics,0234100,0254828,Richard Foster,5,39,2,Lloyds Banking Group,11,11
0437168,0000003,Infrastructure Engineering,0130939,0458084,Steven Martinez,5,16,2,Lloyds Banking Group,10,10
0491768,0000007,Credit Workout & Recoveries,0641325,0129905,Anne Schneider,2,2,2,Lloyds Banking Group,12,13
0041432,0000004,Finance,0379825,0576257,Austin Bailey,2,14,2,Lloyds Banking Group,10,11
0066985,0000006,Relationship Management Motor,0602720,0725911,Jennifer Robinson,4,10,2,Lloyds Banking Group,11,11
0097189,0000008,Investment Customer Services,0105205,0046575,Brooke Brandt,3,51,2,Lloyds Banking Group,13,13
0286637,0000008,Customer Products,0874497,0209454,Phyllis Ross,5,19,2,Lloyds Banking Group,11,11
0443354,0000008,Portfolio Analytics,0594259,0673548,Stephanie Cox,4,24,3,Lloyds Banking Group,10,10
0420677,0000005,"Resilience, Security & Intelligence",0221786,0860021,Charles Reynolds,5,51,2,Lloyds Banking Group,12,13
0686810,0000004,Retail Credit,0361065,0670985,Ms. Chelsea Mcbride,4,50,2,Lloyds Banking Group,13,13
0210515,0000008,Business Intelligence & Analytics,0335955,0391264,Michael Clark,5,37,2,Lloyds Banking Group,12,13
0017343,0000003,Portfolio Analytics,0043004,0886277,Melissa Humphrey,5,50,2,Lloyds Banking Group,11,11
0675188,0000005,"Resilience, Security & Intelligence",0245873,0666320,Thomas Krause,5,46,2,Lloyds Banking Group,11,11
0749649,0000006,Actuary Qualified,0161111,0830586,Benjamin Cole,4,48,2,Lloyds Banking Group,13,13
0335160,0000006,Technology,0247916,0850944,Brittany Mccall,2,20,2,Lloyds Banking Group,12,13
0417344,0000007,Property Maintenance,0471958,0133152,Mr. Thomas Miles,2,49,2,Lloyds Banking Group,10,11
0146425,0000004,Retail Credit,0113151,0502232,Melissa Garcia,2,36,2,Lloyds Banking Group,12,13
0567499,0000001,Software Engineering,0436824,0987815,Shannon Weaver,2,49,2,Lloyds Banking Group,11,11
0272675,0000005,Agile Method,0380333,0698751,Sierra Ford,3,14,2,Lloyds Banking Group,12,12
0154432,0000008,Private Equity,0956136,0409130,Daniel Martin,4,52,2,Lloyds Banking Group,13,13
0156842,0000005,Portfolio Analytics,0078311,0943866,Brenda Martinez,2,8,2,Lloyds Banking Group,13,13
0545007,0000005,Brands & Marketing,0048880,0032497,Christopher Smith,3,11,2,Lloyds Banking Group,11,11
0678740,0000004,Actuary Qualified,0890402,0845509,Michelle Bishop,2,2,2,Lloyds Banking Group,11,11
0674114,0000008,Data Engineering,0587366,0586663,Jill Jackson,2,37,2,Lloyds Banking Group,13,13
0789828,0000005,Technology,0039286,0976173,Sydney Kim,5,4,2,Lloyds Banking Group,13,13
0883588,0000003,Risk & Control,0047093,0568334,Jessica Perez,4,33,2,Lloyds Banking Group,12,13
0266378,0000002,Data Management & Ethics,0873523,0648548,Robin Bailey,2,33,2,Lloyds Banking Group,10,11
0567543,0000004,Technology Service Management,0920195,0774075,Natalie Cooper,2,38,2,Lloyds Banking Group,12,12
0494749,0000002,Transaction Banking Origination,0286520,0492483,Cynthia Schneider,5,19,2,Lloyds Banking Group,12,12
0467166,0000006,Risk & Control,0973035,0857013,Carrie Ramirez,2,15,2,Lloyds Banking Group,12,12
0119950,0000008,Agile Method,0921335,0862177,Caitlyn Sandoval,3,6,2,Lloyds Banking Group,11,11
0105974,0000005,Commercial Client Products,0307620,0106348,Pamela Johnston,2,2,1,Lloyds Banking Group,13,13
0579025,0000003,Data Science,0028113,0859505,Danielle West,2,29,2,Lloyds Banking Group,13,13
0747799,0000006,Markets Trading,0731303,0526163,Kelly Shields,2,23,2,Lloyds Banking Group,13,13
0935620,0000007,Data Management & Ethics,0968746,0518352,John Mitchell,2,29,2,Lloyds Banking Group,12,12
0801576,0000008,Risk & Control,0947935,0340302,Ann Wood,2,25,2,Lloyds Banking Group,13,13
0273556,0000005,Customer Products,0502333,0664253,Isaac Green,3,8,2,Lloyds Banking Group,10,11
0397529,0000004,Technology Service Support,0304206,0335632,James Bridges,5,21,2,Lloyds Banking Group,11,11
0312797,0000005,Software Engineering,0079923,0096188,Audrey Fisher,5,14,2,Lloyds Banking Group,10,11
0043717,0000003,Supplier Management,0400762,0929033,Austin Davis,5,13,2,Lloyds Banking Group,12,13
0344389,0000006,Relationship Management Motor,0388673,0228242,Eric Lyons,5,45,2,Lloyds Banking Group,12,12
0420491,0000001,Economic Crime Prevention,0083580,0079949,Andrew Drake,5,50,2,Lloyds Banking Group,12,12
0647270,0000003,Transaction Banking Origination,0040872,0630227,Lori Miller,3,50,2,Lloyds Banking Group,13,13
0948755,0000007,Cyber Security,0941250,0813185,Michael Nguyen,2,52,2,Lloyds Banking Group,13,13
0886257,0000004,Data Engineering,0827660,0110605,Amy Mitchell,4,42,2,Lloyds Banking Group,11,11
0707353,0000005,Treasury,0959844,0427535,Stephen Barrett,4,31,2,Lloyds Banking Group,11,11
0187415,0000002,Data & Analytics Strategy,0007515,0630227,Lori Miller,2,40,2,Lloyds Banking Group,10,10
0352317,0000005,Regulated Insurance,0793643,0071973,Haley Crosby,3,1,3,Lloyds Banking Group,10,11
0206887,0000003,Markets Sales Public,0000505,0690901,Meagan Bryant,5,40,2,Lloyds Banking Group,10,10
0552648,0000006,Communications,0205929,0134341,Corey Kennedy,4,40,2,Lloyds Banking Group,10,11
0615556,0000004,Regulated Insurance,0901329,0563170,Kevin Watson,3,46,3,Lloyds Banking Group,12,13
0208671,0000003,Software Engineering,0881216,0659217,Charles Miller,5,36,2,Lloyds Banking Group,10,11
0132976,0000003,Data & Analytics Strategy,0286537,0174335,Gregory Hall,4,43,2,Lloyds Banking Group,10,11
0395312,0000002,Market Risk,0959565,0606325,Teresa Moran,4,4,2,Lloyds Banking Group,12,12
0983775,0000001,Transaction Banking Origination,0385543,0013614,Tyler Mccann,2,11,2,Lloyds Banking Group,12,13
0125275,0000008,Solution Architecture,0245494,0654410,Dawn Hill,2,51,2,Lloyds Banking Group,13,13
0543931,0000008,Transaction Banking Origination,0476920,0186628,Stephanie Bennett,4,27,2,Lloyds Banking Group,12,13
0787180,0000007,Finance,0501679,0372878,Blake Harris MD,4,5,2,Lloyds Banking Group,10,11
0657559,0000001,Software Engineering,0237441,0681625,Thomas Morris,5,17,2,Lloyds Banking Group,10,11
0171684,0000007,Transaction Banking Origination,0796205,0228242,Eric Lyons,4,19,2,Lloyds Banking Group,13,13
0981415,0000001,Customer Products,0613878,0467120,Christine Todd,2,20,2,Lloyds Banking Group,12,12
0006872,0000008,Markets Trading,0940830,0504327,Larry Woods PhD,4,12,2,Lloyds Banking Group,12,13
0782725,0000004,Relationship Management Motor,0404135,0293015,Kelly Black,3,47,2,Lloyds Banking Group,10,11
0875242,0000002,Markets Sales Public,0209269,0594948,Julie Johnston,3,30,2,Lloyds Banking Group,10,10
0181419,0000006,Service Engineering,0642315,0686884,Bradley Sanchez,4,19,2,Lloyds Banking Group,12,13
0434416,0000001,Cyber Security,0612893,0917427,Olivia Russell,5,24,2,Lloyds Banking Group,10,11
0385007,0000007,Solution Architecture,0055017,0206859,Lisa Navarro,2,36,2,Lloyds Banking Group,13,13
0957036,0000007,Legal,0523984,0749309,Robert Valdez,3,52,2,Lloyds Banking Group,10,11
0656125,0000004,Business Intelligence & Analytics,0595738,0067809,Sonya Cortez,4,16,2,Lloyds Banking Group,12,12
0123297,0000002,Customer Banking,0822268,0176032,Kelsey Chavez,3,22,2,Lloyds Banking Group,10,11
0436190,0000003,Credit Workout & Recoveries,0587841,0233357,Rachel Diaz,2,45,2,Lloyds Banking Group,13,13
0570784,0000008,Markets Trading,0585997,0595239,Jessica Roberts,4,41,2,Lloyds Banking Group,13,13
0886039,0000006,Data Science,0536443,0440988,Jeremiah Baker,4,3,3,Lloyds Banking Group,12,12
0779396,0000007,Supplier Management,0760775,0218152,Shirley Aguilar,3,18,2,Lloyds Banking Group,10,10
0540413,0000006,Sourcing,0661635,0631472,Joseph Medina,3,6,2,Lloyds Banking Group,11,11
0515158,0000007,Infrastructure Engineering,0627856,0510794,Michael Moreno MD,5,2,2,Lloyds Banking Group,12,13
0508962,0000003,Data & Analytics Strategy,0130169,0317988,Jeffery Ramirez,3,45,3,Lloyds Banking Group,10,11
0535785,0000003,Treasury,0905525,0605128,Angel Glenn,2,20,2,Lloyds Banking Group,11,11
0530561,0000002,Wealth Banking,0545399,0518352,John Mitchell,4,8,2,Lloyds Banking Group,12,12
0072963,0000005,Actuary Qualified,0051864,0056374,Michelle Wright,5,30,2,Lloyds Banking Group,13,13
0225859,0000005,Customer Products,0170559,0301857,Richard Walker,5,11,2,Lloyds Banking Group,11,11
0545742,0000001,Technology Service Support,0800091,0379310,Jeffrey Stewart,5,24,2,Lloyds Banking Group,12,13
0544804,0000001,Technology Service Support,0637787,0962671,Kayla Watson,4,20,2,Lloyds Banking Group,12,12
0518056,0000003,Treasury,0751746,0899345,Mr. Richard Cross MD,2,43,2,Lloyds Banking Group,13,13
0882417,0000002,Commercial Client Products,0015849,0669828,Kyle Moses,4,31,2,Lloyds Banking Group,12,13
0760250,0000006,Transaction Banking Origination,0214955,0026865,Yvonne Adkins,3,34,2,Lloyds Banking Group,11,11
0403941,0000005,Credit Workout & Recoveries,0140458,0990045,Tony Jones,3,36,2,Lloyds Banking Group,13,13
0047765,0000002,Quality Engineering,0891439,0952873,Jessica Mcguire,2,36,2,Lloyds Banking Group,12,12
0189531,0000008,Data Management & Ethics,0449001,0787004,Gary Mejia,3,44,2,Lloyds Banking Group,10,10
0518166,0000005,Finance,0488005,0172049,Isaac Walters,4,34,1,Lloyds Banking Group,12,12
0690538,0000002,Quality Engineering,0458727,0096205,Mr. Shaun Baldwin,2,36,2,Lloyds Banking Group,10,11
0045162,0000008,Audit,0770669,0110616,Janet Hancock,2,19,2,Lloyds Banking Group,12,13
0597528,0000007,Private Equity,0351477,0046990,Chris Gomez,2,4,2,Lloyds Banking Group,10,10
0667320,0000002,Technology Service Management,0766759,0974264,Lisa Silva,2,17,2,Lloyds Banking Group,11,11
0052330,0000003,Market Risk,0160961,0563170,Kevin Watson,3,34,2,Lloyds Banking Group,12,12
0895480,0000003,Regulated Insurance,0548251,0923544,Christopher Woods,5,50,2,Lloyds Banking Group,11,11
0912482,0000007,Legal,0080272,0411818,Renee Leonard,4,26,2,Lloyds Banking Group,12,13
0707478,0000001,Legal,0962278,0198048,William Robinson,4,15,2,Lloyds Banking Group,13,13
0891236,0000006,Finance,0855957,0916575,Christina Peterson,3,7,2,Lloyds Banking Group,12,13
0299055,0000002,Market Risk,0599065,0725911,Jennifer Robinson,2,35,2,Lloyds Banking Group,11,11
0159832,0000003,Customer Banking,0917304,0809696,Cameron Barnett,3,29,2,Lloyds Banking Group,10,11
0784645,0000001,Market Risk,0220431,0271025,Mary Allen,2,29,2,Lloyds Banking Group,10,11
0652348,0000004,Portfolio Analytics,0265993,0032497,Christopher Smith,2,26,2,Lloyds Banking Group,13,13
0087815,0000003,Technology Service Support,0483792,0619153,William Smith,5,19,2,Lloyds Banking Group,12,13
0734752,0000003,Quality Engineering,0161120,0953795,Robert Fowler,5,30,2,Lloyds Banking Group,10,11
0212694,0000006,Quality Engineering,0654486,0034343,Tim Gonzalez,4,47,2,Lloyds Banking Group,10,11
0868719,0000008,Investment Customer Services,0461631,0774997,Anthony Levine,2,33,3,Lloyds Banking Group,13,13
0338926,0000002,Service Engineering,0271196,0029926,Jacqueline Thomas,2,9,2,Lloyds Banking Group,11,11
0062595,0000001,Commercial Client Products,0458228,0818868,Heather Foster,5,5,2,Lloyds Banking Group,13,13
0680988,0000003,Audit,0830413,0663541,Ashley Preston,3,50,2,Lloyds Banking Group,12,13
0332409,0000002,Investment Customer Services,0107810,0680117,Mark Phillips,3,10,2,Lloyds Banking Group,13,13
0362776,0000002,Technology Service Support,0194273,0628461,Pamela Morales MD,5,28,2,Lloyds Banking Group,13,13
0358826,0000004,Brands & Marketing,0538650,0112712,Kristin Lee,5,32,3,Lloyds Banking Group,12,12
0253427,0000001,Human Resources,0319713,0812630,Leroy Perry,5,30,2,Lloyds Banking Group,13,13
0769685,0000003,Risk Modelling & Analytics,0238382,0169595,William Reese,5,2,2,Lloyds Banking Group,13,13
0304535,0000002,Risk & Control,0899186,0494992,Jennifer Weaver,5,18,3,Lloyds Banking Group,13,13
0684512,0000004,Economic Crime Prevention,0155770,0927554,Gilbert Aguilar,2,38,2,Lloyds Banking Group,10,11
0243006,0000005,Data Science,0609734,0850419,Jessica Adams,2,28,2,Lloyds Banking Group,13,13
0337752,0000002,Treasury,0215053,0181775,Keith Clark,4,20,2,Lloyds Banking Group,10,11
0557707,0000005,Risk Modelling & Analytics,0364966,0416909,George Edwards,2,23,1,Lloyds Banking Group,13,13
0459854,0000005,Legal,0923642,0154854,Carlos Ballard,3,38,2,Lloyds Banking Group,13,13
0643611,0000003,Data Engineering,0033682,0576257,Austin Bailey,3,16,2,Lloyds Banking Group,11,11
0276918,0000004,Retail Credit,0838343,0440988,Jeremiah Baker,2,26,2,Lloyds Banking Group,10,10
0176423,0000003,Customer Products,0499379,0115777,Joshua Avery,3,13,2,Lloyds Banking Group,11,11
0011248,0000007,Supplier Management,0282621,0340851,Stacie Hammond,4,45,2,Lloyds Banking Group,13,13
0246906,0000008,Technology Service Support,0767413,0770548,Brian Davis,2,40,2,Lloyds Banking Group,11,11
0443424,0000003,Commercial Client Products,0691550,0638751,Ashley Frazier,4,3,2,Lloyds Banking Group,11,11
0509517,0000008,Human Resources,0835495,0890870,Yolanda Atkins,3,38,3,Lloyds Banking Group,10,11
0187880,0000005,Agile Method,0791015,0854118,Patricia Faulkner,3,4,2,Lloyds Banking Group,10,11
0052969,0000007,Agile Method,0907842,0846358,Erik Stewart,2,48,2,Lloyds Banking Group,11,11
0738297,0000001,Market Risk,0562823,0363948,Brian Middleton,2,12,2,Lloyds Banking Group,13,13
0787987,0000005,Financial Risk,0653966,0680117,Mark Phillips,2,32,2,Lloyds Banking Group,10,10
0522780,0000004,Actuary Qualified,0589893,0074798,Bobby Hawkins,3,29,2,Lloyds Banking Group,11,11
0109101,0000005,Technology Service Management,0729581,0029926,Jacqueline Thomas,5,19,2,Lloyds Banking Group,11,11
0544319,0000002,Supplier Management,0055159,0669828,Kyle Moses,3,8,2,Lloyds Banking Group,12,13
0868073,0000004,Financial Risk,0591081,0549648,John Wright,2,46,2,Lloyds Banking Group,11,11
0792452,0000008,"Resilience, Security & Intelligence",0945677,0159723,Kristen Gay,4,39,3,Lloyds Banking Group,11,11
0589861,0000007,Human Resources,0749128,0419849,Isaac Floyd,5,25,2,Lloyds Banking Group,12,13
0573183,0000004,Customer Banking,0108689,0340302,Ann Wood,4,26,2,Lloyds Banking Group,10,10
0122125,0000007,Solution Architecture,0136668,0451486,Brenda Humphrey,3,36,2,Lloyds Banking Group,12,13
0633757,0000006,Credit Workout & Recoveries,0672107,0471809,David Miller MD,4,38,2,Lloyds Banking Group,10,10
0517243,0000003,Mortgages,0422797,0087033,Tina James,3,49,2,Lloyds Banking Group,13,13
0514334,0000001,Client Development,0222495,0858647,Lisa Gilbert,5,26,2,Lloyds Banking Group,12,12
0196301,0000005,Technology,0495045,0623238,Rachel Le,3,24,2,Lloyds Banking Group,11,11
0255283,0000002,Technology Service Support,0713870,0421868,Vincent Holder,2,21,2,Lloyds Banking Group,10,11
0186819,0000008,Customer Banking,0978320,0674730,Diamond Hamilton,3,20,2,Lloyds Banking Group,11,11
0155868,0000004,Retail Credit,0970436,0541002,Anna Doyle MD,2,50,2,Lloyds Banking Group,10,10
0145391,0000005,Audit,0133971,0434914,Tanya Williams,4,32,2,Lloyds Banking Group,10,11
0656240,0000002,Human Resources,0563810,0008650,Kimberly Long,4,16,2,Lloyds Banking Group,12,13
0863774,0000002,Agile Method,0401047,0737091,George Smith,2,51,1,Lloyds Banking Group,11,11
0713151,0000007,Risk & Control,0375662,0109123,Natalie Walker,2,19,2,Lloyds Banking Group,10,11
0760939,0000001,Treasury,0975766,0341442,Robert Quinn,5,3,3,Lloyds Banking Group,12,13
0009540,0000003,"Resilience, Security & Intelligence",0861506,0654918,Randy Brandt,2,27,2,Lloyds Banking Group,11,11
0253121,0000004,Actuary Qualified,0836530,0892855,Scott Potter,4,37,1,Lloyds Banking Group,12,12
0383648,0000008,Cyber Security,0125839,0581639,Andrea Hardy,5,9,2,Lloyds Banking Group,12,13
0475866,0000007,Customer Products,0565801,0421889,Samantha Morgan,5,9,2,Lloyds Banking Group,12,12
0549512,0000007,Communications,0768977,0416809,David Davila,3,1,2,Lloyds Banking Group,10,11
0969387,0000006,Investment Customer Services,0764677,0494725,Tara Perez,3,22,2,Lloyds Banking Group,11,11
0139633,0000007,Mortgages,0572855,0559866,Nicholas Hughes,3,34,3,Lloyds Banking Group,11,11
0264039,0000008,DevOps Engineering,0000766,0112712,Kristin Lee,3,39,2,Lloyds Banking Group,13,13
0442009,0000006,Software Engineering,0663189,0743874,Audrey Robertson,3,42,2,Lloyds Banking Group,10,10
0894895,0000006,Business Intelligence & Analytics,0182291,0228138,Ashley Wallace,4,10,2,Lloyds Banking Group,10,10
0264252,0000007,Financial Risk,0938920,0679991,Carolyn Richardson,3,5,3,Lloyds Banking Group,11,11
0740519,0000001,Credit Workout & Recoveries,0771229,0977264,Gloria Vega,3,31,2,Lloyds Banking Group,11,11
0429334,0000001,Portfolio Analytics,0485998,0970752,Donald Ford,4,20,2,Lloyds Banking Group,10,10
0090000,0000008,Retail Credit,0034552,0338509,Jessica Moore,5,22,2,Lloyds Banking Group,13,13
0861514,0000006,DevOps Engineering,0499927,0797874,Michael Avery,3,38,2,Lloyds Banking Group,11,11
0246956,0000001,"Resilience, Security & Intelligence",0125787,0430004,Stephanie Stewart,4,25,1,Lloyds Banking Group,10,11
0723516,0000003,Audit,0192496,0711652,Austin Thomas,3,38,2,Lloyds Banking Group,10,11
0974868,0000002,Retail Credit,0232014,0978491,Kevin Fields,5,5,2,Lloyds Banking Group,12,12
0776757,0000002,Supplier Management,0892246,0707608,Lauren Wilcox,2,25,1,Lloyds Banking Group,11,11
0960955,0000002,Security Engineering,0449891,0556089,Alexis Harrison,4,26,2,Lloyds Banking Group,13,13
0568134,0000007,Risk Modelling & Analytics,0704466,0690901,Meagan Bryant,2,14,1,Lloyds Banking Group,11,11
0529550,0000003,Cyber Security,0638460,0702945,Charles Schroeder,2,3,2,Lloyds Banking Group,13,13
0946561,0000002,Business Intelligence & Analytics,0786011,0681154,Alexander Fisher,3,39,2,Lloyds Banking Group,13,13
0519598,0000008,Treasury,0125502,0486175,Thomas Tapia,4,13,2,Lloyds Banking Group,11,11
0470047,0000002,Regulated Insurance,0960136,0911763,William Scott,2,2,3,Lloyds Banking Group,11,11
0034530,0000002,Markets Sales Public,0074947,0925279,Lindsay Dunn,3,41,2,Lloyds Banking Group,13,13
0506671,0000007,Business Intelligence & Analytics,0852367,0701810,Brian Chapman,4,29,2,Lloyds Banking Group,11,11
0689227,0000001,Markets Sales Public,0303162,0668495,Ashley Sanders,2,35,2,Lloyds Banking Group,12,13
0313431,0000006,Client Development,0943196,0302926,Brandi Fernandez,4,37,2,Lloyds Banking Group,10,11
0403557,0000001,Service Engineering,0545970,0247195,Roberta Mercado,5,13,2,Lloyds Banking Group,11,11
0294936,0000006,Transaction Banking Origination,0886102,0812440,Ashley Cowan,3,25,2,Lloyds Banking Group,10,11
0754368,0000001,Cyber Security,0304760,0651332,Robin Clark,2,29,2,Lloyds Banking Group,13,13
0884351,0000003,Commercial Client Products,0370345,0444662,Robert Potter,2,17,2,Lloyds Banking Group,11,11
0037884,0000006,Transaction Banking Origination,0785955,0502232,Melissa Garcia,4,42,3,Lloyds Banking Group,12,13
0818416,0000008,Data Science,0869568,0114930,Alison Acevedo,4,45,2,Lloyds Banking Group,11,11
0281153,0000003,Software Engineering,0238861,0693388,Brian Hall,4,49,2,Lloyds Banking Group,12,12
0113641,0000008,Actuary Qualified,0717240,0390383,Belinda Wright,3,27,2,Lloyds Banking Group,10,10
0764873,0000002,Communications,0009774,0284891,Lance Thomas,4,24,2,Lloyds Banking Group,13,13
0012447,0000007,Private Equity,0642827,0779382,Lori Long,2,25,2,Lloyds Banking Group,11,11
0734141,0000005,Business Intelligence & Analytics,0900839,0651087,Amy Cox,2,22,2,Lloyds Banking Group,12,12
0529623,0000007,Relationship Management Motor,0136911,0671301,Mitchell Baker,4,12,2,Lloyds Banking Group,12,12
0048820,0000001,Treasury,0817027,0926813,Linda Wilson,5,41,3,Lloyds Banking Group,13,13
0442486,0000003,Data Engineering,0002136,0196267,Nicole Guerrero,3,34,2,Lloyds Banking Group,12,12
0017278,0000004,Financial Risk,0559544,0290600,Sarah Haynes,4,26,2,Lloyds Banking Group,12,13
0297774,0000006,Client Development,0185866,0962671,Kayla Watson,3,28,2,Lloyds Banking Group,10,10
0510405,0000002,Quality Engineering,0606448,0409130,Daniel Martin,5,32,2,Lloyds Banking Group,13,13
0654099,0000007,Data Engineering,0975082,0984729,Wanda Edwards,4,43,2,Lloyds Banking Group,12,12
0822593,0000004,Customer Products,0265219,0818625,Kevin Mendoza,4,4,2,Lloyds Banking Group,12,13
0150053,0000007,Financial Risk,0626198,0026865,Yvonne Adkins,3,47,3,Lloyds Banking Group,11,11
0074797,0000002,Customer Products,0628143,0707608,Lauren Wilcox,2,37,2,Lloyds Banking Group,10,11
0973837,0000003,Sourcing,0205602,0343868,Jay Gordon,4,44,2,Lloyds Banking Group,12,13
0877281,0000002,Solution Architecture,0703827,0793426,Ronald Blair,4,35,2,Lloyds Banking Group,13,13
0036127,0000005,"Resilience, Security & Intelligence",0073464,0540256,Brad Grimes,3,52,3,Lloyds Banking Group,11,11
0414617,0000004,Brands & Marketing,0210919,0653135,Sandra Clark,2,30,2,Lloyds Banking Group,11,11
0192611,0000004,Investment Customer Services,0308118,0055435,Mark Holmes,3,46,1,Lloyds Banking Group,11,11
0136598,0000003,Risk Modelling & Analytics,0212955,0373327,Michael Yates,2,31,2,Lloyds Banking Group,11,11
0102189,0000001,Legal,0702595,0327181,Andre Christian,4,24,2,Lloyds Banking Group,13,13
0571468,0000007,Wealth Banking,0721789,0714436,Anthony Jones,4,11,2,Lloyds Banking Group,12,12
0155100,0000004,Retail Credit,0988490,0344116,Kelsey Evans,2,8,2,Lloyds Banking Group,13,13
0337924,0000005,Supplier Management,0846621,0743843,Carmen Yates,2,12,2,Lloyds Banking Group,10,10
0978439,0000008,Legal,0129050,0417995,James Taylor,5,41,2,Lloyds Banking Group,12,13
0355269,0000001,Customer Products,0516999,0508135,Keith Neal,4,16,3,Lloyds Banking Group,12,12
0420644,0000004,Communications,0650837,0166400,Lawrence Allen,4,39,2,Lloyds Banking Group,10,11
0772042,0000005,Audit,0585257,0725911,Jennifer Robinson,2,35,2,Lloyds Banking Group,10,10
0897595,0000008,Service Engineering,0932330,0895367,Robert Perry,5,47,1,Lloyds Banking Group,13,13
0621248,0000008,Technology Service Support,0526041,0616464,Amber Watson,4,36,2,Lloyds Banking Group,11,11
0674381,0000003,Market Risk,0438795,0632611,Katherine Reyes,3,37,2,Lloyds Banking Group,12,12
0365215,0000006,Data & Analytics Strategy,0890930,0638686,Diane Sharp,2,38,2,Lloyds Banking Group,12,13
0477043,0000004,Market Risk,0924360,0473388,Ruth Hayes,4,18,2,Lloyds Banking Group,10,11
0024145,0000003,Communications,0430406,0619307,Angela Jackson,4,9,2,Lloyds Banking Group,12,12
0987377,0000005,Relationship Management Motor,0197180,0015329,Wendy Pearson,5,9,2,Lloyds Banking Group,12,13
0459385,0000001,Quality Engineering,0392516,0366519,Jessica Reed,5,30,2,Lloyds Banking Group,11,11
0948556,0000004,Audit,0863448,0567994,Stephanie Kelly,2,1,1,Lloyds Banking Group,10,11
0894997,0000006,Data Engineering,0754176,0570686,Courtney Keller,4,39,2,Lloyds Banking Group,13,13
0568713,0000001,Client Development,0736210,0237518,Douglas Wilson,3,21,2,Lloyds Banking Group,11,11
0317153,0000001,Markets Trading,0831998,0768182,Michael Guzman,2,34,2,Lloyds Banking Group,10,10
0022911,0000006,Property Maintenance,0479582,0293015,Kelly Black,3,6,2,Lloyds Banking Group,13,13
0265356,0000006,Commercial Client Products,0110404,0271942,Timothy Williams,5,5,3,Lloyds Banking Group,11,11
0468567,0000007,Markets Trading,0146597,0117387,John Lamb,4,44,2,Lloyds Banking Group,12,12
0498909,0000002,Data Science,0740397,0056337,Kristin Benson,2,45,2,Lloyds Banking Group,10,10
0420149,0000007,Investment Customer Services,0339874,0107751,Autumn Perkins,2,46,2,Lloyds Banking Group,11,11
0628283,0000004,Actuary Qualified,0579876,0430772,Bryan Leach,2,51,2,Lloyds Banking Group,11,11
0361665,0000006,Software Engineering,0711304,0119207,Russell Norris,4,32,2,Lloyds Banking Group,11,11
0771619,0000003,Security Engineering,0196002,0774997,Anthony Levine,2,18,2,Lloyds Banking Group,10,10
0871060,0000007,Software Engineering,0291631,0222496,Jessica Smith,2,51,2,Lloyds Banking Group,11,11
0427315,0000008,Wealth Banking,0350651,0417995,James Taylor,5,10,3,Lloyds Banking Group,10,10
0215365,0000004,Markets Trading,0086847,0580866,Sharon Gonzalez,3,27,3,Lloyds Banking Group,12,12
0616641,0000005,Technology,0400339,0542083,Donald Lyons,2,17,2,Lloyds Banking Group,12,13
0211346,0000005,Relationship Management Motor,0644778,0271214,Wendy Kelly,5,42,2,Lloyds Banking Group,11,11
0498113,0000001,Risk & Control,0892487,0211429,Joe Miller,4,34,2,Lloyds Banking Group,10,11
0850309,0000003,Risk Modelling & Analytics,0514886,0580866,Sharon Gonzalez,5,51,2,Lloyds Banking Group,10,10
0556556,0000004,DevOps Engineering,0549198,0087033,Tina James,5,26,2,Lloyds Banking Group,10,11
0564539,0000002,Risk & Control,0650774,0338965,Kenneth Moon,4,48,2,Lloyds Banking Group,12,12
0160140,0000004,Human Resources,0172422,0589439,Robert Lee,4,20,2,Lloyds Banking Group,12,13
0231238,0000007,Software Engineering,0121385,0491910,Emily Morrison,5,48,3,Lloyds Banking Group,13,13
0935632,0000006,Data Engineering,0624146,0977667,Angela Wilkins,2,27,2,Lloyds Banking Group,10,10
0801366,0000006,Finance,0828350,0517534,Elizabeth Tran,2,36,2,Lloyds Banking Group,12,13
